iter	RMSE
790	3.410387412
791	3.40878935
792	3.407593039
793	3.40509147
794	3.400921586
795	3.398107429
796	3.397055318
797	3.396671998
798	3.395780912
799	3.394565315
800	3.393909898
801	3.391949255
802	3.390540041
803	3.389511844
804	3.38767171
805	3.383005254
806	3.382854092
807	3.381811392
808	3.380759664
809	3.379204676
810	3.377590317
811	3.373522422
812	3.372239083
813	3.367891991
814	3.366236818
815	3.364974021
816	3.362929446
817	3.361199471
818	3.360180576
819	3.355978024
820	3.354875666
821	3.353364374
822	3.351332814
823	3.349469652
824	3.347926103
825	3.347766508
826	3.346745383
827	3.343783075
828	3.342548335
829	3.342265986
830	3.340868305
831	3.3400865
832	3.33515831
833	3.333683181
834	3.333038357
835	3.331609304
836	3.328757883
837	3.328709954
838	3.327295405
839	3.326923369
840	3.326167945
841	3.325638237
842	3.32434025
843	3.323287594
844	3.319657475
845	3.31723625
846	3.316708802
847	3.313923371
848	3.31373657
849	3.312416994
850	3.310276774
851	3.310003117
852	3.308480695
853	3.306898528
854	3.306250501
855	3.305050236
856	3.303996076
857	3.300813272
858	3.297040172
859	3.295446109
860	3.294033007
861	3.292960683
862	3.29140702
863	3.291091777
864	3.289139408
865	3.288578768
866	3.288183489
867	3.286832373
868	3.284075188
869	3.282448613
870	3.281236287
871	3.279872903
872	3.276050094
873	3.274570783
874	3.273642174
875	3.272138743
876	3.270946581
877	3.267415403
878	3.265782079
879	3.265613429
880	3.262894029
881	3.26059816
882	3.260258515
883	3.259867436
884	3.259780171
885	3.258511514
886	3.256052349
887	3.254600837
888	3.253484948
889	3.252425357
890	3.250637437
891	3.248591373
892	3.248546327
893	3.247563277
894	3.245601979
895	3.243257324
896	3.24249968
897	3.238633652
898	3.236651758
899	3.235509283
900	3.234023637
901	3.231810101
902	3.229609853
903	3.227081285
904	3.226271555
905	3.223768639
906	3.222424014
907	3.222207027
908	3.218234086
909	3.217254093
910	3.21607529
911	3.21355016
912	3.212083155
913	3.211837304
914	3.211634651
915	3.21147397
916	3.209304139
917	3.207521716
918	3.207475212
919	3.205553675
920	3.204388198
921	3.203561781
922	3.200961615
923	3.199765946
924	3.197768142
925	3.196417954
926	3.194619081
927	3.192533881
928	3.189410779
929	3.188090218
930	3.186732768
931	3.184164558
932	3.183220199
933	3.181879712
934	3.17898458
935	3.178489222
936	3.178413786
937	3.178123922
938	3.175138332
939	3.174002779
940	3.173240938
941	3.172829826
942	3.171900829
943	3.170749858
944	3.168043433
945	3.167385643
946	3.166736229
947	3.163040453
948	3.161064002
949	3.160551404
950	3.158254938
951	3.156887871
952	3.155714176
953	3.154470478
954	3.154093253
955	3.153979365
956	3.152265959
957	3.151023311
958	3.14875438
959	3.147990408
960	3.147447083
961	3.143969333
962	3.142677064
963	3.142548124
964	3.142077662
965	3.140687463
966	3.139159799
967	3.138115819
968	3.138061772
969	3.137073061
970	3.136179915
971	3.135529937
972	3.134848647
973	3.134544323
974	3.132458118
975	3.131598732
976	3.128561078
977	3.127256333
978	3.126503407
979	3.124055655
980	3.122758583
981	3.119719353
982	3.119066483
983	3.118984937
984	3.116625129
985	3.115779464
986	3.113313199
987	3.113114521
988	3.113075083
989	3.110474099
990	3.109213211
991	3.108400766
992	3.106352469
993	3.10488266
994	3.103805567
995	3.102612112
996	3.102577454
997	3.101973064
998	3.10008889
999	3.098073397
